the_geom,OBJECTID,CNN,ST_NAME1,ST_TYPE1,CNNTEXT,ST_NAME2,ST_TYPE2,ST_NAME3,ST_TYPE3,ST_NAME4,ST_TYPE4,TOTEMP2,UNIVPROX,SIGNALIZED,PKGMETERS,MAXPCTSLPE,MODEL6_VOL,HH_PEDMODE,PCOL_04_09,PCOL_RATE,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE
POINT (-122.43935198978 37.724164049904),1008,22067000,CAPISTRANO,AVE,22067000,SANTA YNEZ,AVE,,,,,364,0,0,0,13,358221,1312,0,0,,,,
POINT (-122.403658326694 37.755740407689),3296,33124000,VERMONT,ST,33124000,HUMBOLDT,ST,,,,,292,0,0,0,40,65029,235,0,0,,,,
POINT (-122.41286360397 37.803812117524),6094,25466000,VENARD,ALY,25466000,CHESTNUT,ST,,,,,1223,0,1,0,8,611546,3411,0,0,,,,
POINT (-122.465576608064 37.746816965412),2685,33577000,UNNAMED 032,0,33577000,UNNAMED 031,0,SAN MARCOS,AVE,,,88,0,0,1,7,14687,896,0,0,,,,
POINT (-122.413614133687 37.714991587772),550,20395000,SAWYER,ST,20395000,RAYMOND,AVE,,,,,891,0,0,0,11,132808,627,0,0,,,,
POINT (-122.404396424975 37.739766688071),2373,20783000,BARNEVELD,AVE,20783000,APPAREL,WAY,,,,,246,0,0,0,8,328322,97,0,0,,,,
POINT (-122.462487440465 37.738713181435),2365,22831000,SAN PABLO,AVE,22831000,SANTA MONICA,WAY,,,,,908,0,0,0,12,181595,726,0,0,,,,
POINT (-122.441598302333 37.712385714662),120,21467000,MORSE,ST,21467000,ALLISON,ST,,,,,256,0,0,1,27,193057,1589,0,0,,,,
POINT (-122.445977545432 37.741203674485),2191,33003000,OSHAUGHNESSY,BLVD,33003000,DEL VALE,AVE,,,,,347,0,0,0,6,164062,737,0,0,,,,
POINT (-122.405054613737 37.787770442017),4532,24655000,GEARY,ST,24655000,GRANT,AVE,,,,,14174,0,1,1,21,10527309,1188,0,0,,,,
POINT (-122.397670892334 37.713320986581),127,53017000,HESTER,AVE,53017000,LOIS,LN,,,,,1076,0,0,1,0,169598,859,0,0,,,,
POINT (-122.380542117554 37.732083995481),1460,20090000,ROSIE LEE,LN,20090000,LILLIAN,ST,,,,,1406,0,0,0,2,315143,1231,0,0,,,,
POINT (-122.443560792681 37.751804296898),4361,26112000,GOLDING,LN,26112000,CORBETT,AVE,,,,,441,0,0,0,18,22973,1786,0,0,,,,
POINT (-122.431135976194 37.73318512585),1768,21923000,BOSWORTH,ST,21923000,ROTTECK,ST,,,,,1403,0,0,0,8,166291,1280,0,0,,,,
POINT (-122.426491065806 37.753364494326),3199,25620000,CHATTANOOGA,ST,25620000,23RD,ST,,,,,1295,0,0,0,16,140686,2898,0,0,,,,
POINT (-122.402028398283 37.800388939483),3232,24830000,ICEHOUSE,ALY,24830000,GREEN,ST,,,,,30599,0,0,1,14,1094009,1972,0,0,,,,
POINT (-122.401503048684 37.785834160509),7094,24609000,03RD,ST,24609000,MINNA,ST,,,,,25795,0,0,1,8,8975499,563,0,0,,,,
POINT (-122.417325715685 37.798946856317),7157,25508000,MACONDRAY,LN,25508000,LEAVENWORTH,ST,,,,,1152,0,0,1,23,71945,4865,0,0,,,,
POINT (-122.387187425517 37.746162072033),5777,20247000,03RD,ST,20247000,ARTHUR,AVE,CARGO,WAY,,,343,0,1,0,6,908801,8,0,0,,,,
POINT (-122.4136359328 37.802760005257),5048,30035000,NEWELL,ST,30035000,LOMBARD,ST,,,,,1733,0,0,0,5,7674399,4571,0,0,,,,
POINT (-122.419905515516 37.798139007574),5677,25539000,GREEN,ST,25539000,EASTMAN,ST,,,,,2482,0,0,0,7,476145,4821,0,0,,,,
POINT (-122.409554264779 37.793856875301),5353,25014000,CLAY,ST,25014000,POWELL,ST,,,,,7849,0,1,0,3,9878808,7252,0,0,,,,
POINT (-122.419846307611 37.786363896488),7441,25199000,CEDAR,ST,25199000,POLK,ST,,,,,5749,0,0,1,10,3523569,4928,4,2.26999998,,,,
POINT (-122.422005777824 37.780359928367),5088,24470000,FRANKLIN,ST,24470000,REDWOOD,ST,,,,,46847,0,0,1,5,1712859,2469,0,0,,,,
POINT (-122.471029979485 37.754802109847),8108,27132000,ORTEGA,ST,27132000,14TH,AVE,,,,,963,0,0,0,3,58279,1217,0,0,,,,
POINT (-122.395757166053 37.777703366656),6408,23822000,04TH,ST,23822000,BLUXOME,ST,,,,,1189,0,0,0,4,2200530,2181,0,0,,,,
POINT (-122.444860441713 37.746950313309),2668,22341000,BURNETT,AVE,22341000,DIAMOND HEIG,BLVD,PORTOLA,DR,,,499,0,1,0,21,503283,1555,1,3.97000003,,,,
POINT (-122.486412144218 37.788117857287),5830,33551000,EASEMENT,0,33551000,26TH,AVE,,,,,161,0,0,0,7,195096,659,0,0,,,,
POINT (-122.433852872759 37.788911228521),5826,26611000,CALIFORNIA,ST,26611000,FILLMORE,ST,,,,,3483,0,0,1,3,3873582,3324,1,0.51999998,,,,
POINT (-122.389600586297 37.737960339089),1920,20223000,03RD,ST,20223000,KIRKWOOD,AVE,,,,,326,0,1,0,9,740606,987,1,2.70000005,,,,
POINT (-122.494283664055 37.762810948345),7204,27732000,IRVING,ST,27732000,35TH,AVE,,,,,778,0,0,0,8,320522,1319,0,0,,,,
POINT (-122.452977891372 37.804393332083),7792,51231000,MASON,ST,51231000,MARSHALL,ST,,,,,146,0,0,1,9,313733,0,0,0,,,,
POINT (-122.506698541851 37.771547416803),7048,27973000,FULTON,ST,27973000,46TH,AVE,,,,,11523,0,0,0,6,367168,1553,0,0,,,,
POINT (-122.411199696514 37.793647503544),5338,25080000,MASON,ST,25080000,CLAY,ST,,,,,5558,0,0,1,9,530584,7672,0,0,,,,
POINT (-122.428439395748 37.770456703744),5136,25887000,WEBSTER,ST,25887000,HERMANN,ST,,,,,1143,0,0,0,21,348245,3582,0,0,,,,
POINT (-122.472067432679 37.728807897406),1263,33739000,STONECREST,DR,33739000,JUNIPERO SER,BLVD,,,,,42,0,1,0,2,263338,140,0,0,,,,
POINT (-122.395610131314 37.735696559135),2032,33248000,QUESADA,AVE,33248000,TAMPA,LN,,,,,480,0,0,0,24,11159,1414,0,0,,,,
POINT (-122.401767335518 37.79200837612),7759,24687000,PINE,ST,24687000,LEIDESDORFF,ST,,,,,10562,0,0,1,61,10675320,990,0,0,,,,
POINT (-122.433073113703 37.740052796591),2290,33494000,DIGBY,ST,33494000,EVERSON,ST,,,,,352,0,1,0,11,161214,1153,0,0,,,,
POINT (-122.43035758687 37.758760939573),7599,25716000,CUMBERLAND,ST,25716000,SANCHEZ,ST,,,,,2870,0,0,1,9,12240,2439,0,0,,,,
POINT (-122.48703163541 37.788775270889),5876,27671000,SEACLIFF,AVE,27671000,26TH,AVE,,,,,466,0,0,0,6,205008,943,0,0,,,,
POINT (-122.431211826536 37.77583928482),4744,25953000,HAYES,ST,25953000,FILLMORE,ST,,,,,2245,0,1,0,13,1065930,4018,1,1.88,,,,
POINT (-122.426836061217 37.805179636281),8022,54178000,FORT MASON 2,0,54178000,FORT MASON 1,0,FORT MASON 1,0,,,1807,0,0,0,0,401903,2376,0,0,,,,
POINT (-122.396403628611 37.793668725394),6290,30049000,DRUMM,ST,30049000,CALIFORNIA,ST,,,,,400,0,0,0,26,23790476,297,0,0,,,,
POINT (-122.402678100487 37.734197356869),1853,20763000,WATERVILLE,ST,20763000,SILVER,AVE,,,,,462,0,0,0,6,337051,1038,0,0,,,,
POINT (-122.491355840983 37.734012793983),4944,23338000,SLOAT,BLVD,23338000,34TH,AVE,CLEARFIELD,DR,,,448,0,1,0,8,1003991,673,0,0,,,,
POINT (-122.494456507413 37.742229963332),2499,23384000,SUNSET,BLVD,23384000,TARAVAL,ST,,,,,323,0,1,0,4,1022708,1287,3,5.86999989,,,,
POINT (-122.418470879366 37.796280414871),8087,25292000,HYDE,ST,25292000,BROADWAY,0,,,,,3178,0,0,1,6,24713,5542,0,0,,,,
POINT (-122.431461750297 37.79377205814),6155,26577000,PACIFIC,AVE,26577000,BUCHANAN,ST,,,,,2493,0,0,0,8,420627,4365,0,0,,,,
POINT (-122.386567748228 37.741955185477),2413,20236000,EVANS,AVE,20236000,NEWHALL,ST,,,,,384,0,0,0,4,295154,172,0,0,,,,
POINT (-122.479048520429 37.744780406955),2888,23201000,SANTIAGO,ST,23201000,22ND,AVE,,,,,147,0,0,1,6,218868,1204,0,0,,,,
POINT (-122.413024296357 37.794325546234),6171,25120000,TAYLOR,ST,25120000,WASHINGTON,ST,,,,,2337,0,0,1,23,313898,6802,0,0,,,,
POINT (-122.401386530451 37.738029658646),1937,33255000,REVERE,AVE,33255000,SELBY,ST,,,,,479,0,0,0,4,32011,341,0,0,,,,
POINT (-122.405676432384 37.794350169176),6164,24771000,WALTER U LUM,PL,24771000,CLAY,ST,,,,,15804,0,0,1,7,3104222,5061,0,0,,,,
POINT (-122.409322393929 37.784354215236),5418,24897000,MASON,ST,24897000,EDDY,ST,,,,,11271,0,1,1,10,9477262,4247,2,0.41999999,,,,
POINT (-122.440689745578 37.793548727529),5943,30820000,NORMANDIE,TER,30820000,BROADWAY,0,,,,,359,0,0,0,38,151786,2777,0,0,,,,
POINT (-122.466872715513 37.743495801069),2522,22970000,TARAVAL,ST,22970000,MADRONE,AVE,,,,,1014,0,0,0,4,155443,865,0,0,,,,
POINT (-122.471928255447 37.782601155136),5169,27482000,CLEMENT,ST,27482000,FUNSTON,AVE,,,,,1109,0,0,0,9,1371528,2137,0,0,,,,
POINT (-122.388319278853 37.781803182793),6735,23592000,TOWNSEND,ST,23592000,KING,ST,THE EMBARCAD,0,,,792,0,1,0,18,5679595,1633,0,0,,,,
POINT (-122.416929067034 37.776080718078),4745,24424000,STEVENSON,ST,24424000,10TH,ST,,,,,21672,0,0,1,2,2220787,1421,1,0.89999998,,,,
POINT (-122.412306608842 37.764198320102),5776,24050000,ALABAMA,ST,24050000,17TH,ST,,,,,3754,0,0,1,2,294298,292,0,0,,,,
POINT (-122.423380471054 37.757575005292),5736,33034000,LIBERTY,ST,33034000,GUERRERO,ST,,,,,1816,0,0,0,28,159341,370,0,0,,,,
POINT (-122.409040639546 37.724889206397),1024,20869000,WAYLAND,ST,20869000,HAMILTON,ST,,,,,303,0,0,0,13,139662,878,0,0,,,,
POINT (-122.41994116445 37.786832471897),3468,25200000,POST,ST,25200000,POLK,ST,,,,,5320,0,0,0,4,11899564,7283,3,0.5,,,,
POINT (-122.500610737642 37.74569691436),2743,23476000,RIVERA,ST,23476000,42ND,AVE,,,,,2173,0,0,0,4,240770,1312,0,0,,,,
POINT (-122.441812676065 37.715434617006),7257,21483000,POPE,ST,21483000,MISSION,ST,,,,,400,0,0,1,10,823649,1511,0,0,,,,
POINT (-122.417977917981 37.758703215719),6792,24130000,20TH,ST,24130000,CAPP,ST,,,,,5223,0,0,0,2,1684606,3067,1,1.19000006,,,,
POINT (-122.399371705358 37.788359117049),4540,24603000,MISSION,ST,24603000,ANTHONY,ST,,,,,59155,0,0,1,7,5691786,61,1,0.34999999,,,,
POINT (-122.391109332749 37.792440995577),7769,24546000,THE EMBARCAD,0,24546000,HOWARD,ST,,,,,24985,0,1,1,3,4961388,294,1,0.40000001,,,,
POINT (-122.48505791483 37.75386769341),3195,27396000,NORIEGA,ST,27396000,27TH,AVE,,,,,594,0,0,0,7,338424,1052,0,0,,,,
POINT (-122.39117880552 37.784779727435),5426,35003000,DELANCEY,ST,35003000,BRYANT,ST,,,,,1941,0,0,0,11,929732,1037,0,0,,,,
POINT (-122.411759436469 37.751038837758),3035,23975000,HARRISON,ST,23975000,25TH,ST,,,,,2264,0,0,0,3,485991,2455,0,0,,,,
POINT (-122.46764375448 37.74150802741),2599,22948000,ULLOA,ST,22948000,MADRONE,AVE,,,,,278,0,0,0,4,158181,902,0,0,,,,
POINT (-122.420886401778 37.791500800751),5802,25301000,POLK,ST,25301000,SACRAMENTO,ST,,,,,4310,0,0,1,2,8481727,5857,3,0.70999998,,,,
POINT (-122.421102631644 37.773779697343),7902,30751000,ROSE,ST,30751000,MARKET,ST,,,,,596,0,1,0,60,2069437,2071,0,0,,,,
POINT (-122.397625919052 37.763798838125),6381,23682000,CONNECTICUT,ST,23682000,MARIPOSA,ST,,,,,11599,0,0,0,2,181729,973,0,0,,,,
POINT (-122.408544295762 37.771295736512),5957,24198000,BRYANT,ST,24198000,09TH,ST,HWY 101 N OF,RAMP,,,4360,0,1,1,3,3729575,261,3,1.61000001,,,,
POINT (-122.502073544968 37.751244701602),3363,27765000,43RD,AVE,27765000,ORTEGA,ST,,,,,739,0,0,0,10,283476,1156,0,0,,,,
POINT (-122.447523515255 37.715746811856),564,21564000,ROME,ST,21564000,CAYUGA,AVE,,,,,647,0,0,0,15,136966,1280,0,0,,,,
POINT (-122.455820408952 37.709218623718),152,22455000,CAYUGA,AVE,22455000,REGENT,ST,,,,,692,0,0,0,6,293741,767,0,0,,,,
POINT (-122.455432502279 37.788023044743),4996,27568000,CLAY,ST,27568000,MAPLE,ST,,,,,463,0,0,0,5,224120,1686,0,0,,,,
POINT (-122.408910554034 37.807168200209),6447,25476000,GRANT,AVE,25476000,NORTH POINT,ST,,,,,1248,0,1,1,10,407286,1163,0,0,,,,
POINT (-122.431776437454 37.778636981496),4123,25968000,FILLMORE,ST,25968000,MCALLISTER,ST,,,,,726,0,1,0,23,5590422,4092,0,0,,,,
POINT (-122.489964261814 37.777927970116),4139,27835000,ANZA,ST,27835000,30TH,AVE,,,,,312,0,0,0,4,210528,2062,0,0,,,,
POINT (-122.43244538002 37.757284075202),5728,33616000,NOE,ST,33616000,20TH,ST,,,,,313,0,0,0,1,102254,2194,0,0,,,,
POINT (-122.470717443371 37.715217839397),560,28047000,MONTICELLO,ST,28047000,19TH,AVE,,,,,4928,0,0,0,9,218151,1264,0,0,,,,
POINT (-122.431871489695 37.73460539042),1795,21929000,NATICK,ST,21929000,CHENERY,ST,,,,,1467,0,0,0,3,186506,1398,0,0,,,,
POINT (-122.38899100667 37.716091927555),504,20013000,GILROY,ST,20013000,IGNACIO,AVE,,,,,1937,0,0,0,4,53576,262,0,0,,,,
POINT (-122.452823457484 37.775000260592),3699,26471000,FULTON,ST,26471000,PARKER,AVE,,,,,3827,1,0,0,14,2501449,1836,0,0,,,,
POINT (-122.428176829984 37.805067832681),8013,50284000,FORT MASON 9,0,50284000,FORT MASON 8,0,FORT MASON 1,0,,,946,0,0,0,5,315758,1647,0,0,,,,
POINT (-122.444719422276 37.718000348047),412,22082000,CAYUGA,AVE,22082000,NIAGARA,AVE,,,,,543,0,0,0,6,199340,1225,0,0,,,,
POINT (-122.387891848487 37.754117090905),3211,23550000,24TH,ST,23550000,03RD,ST,,,,,1356,0,1,0,14,1122634,73,0,0,,,,
POINT (-122.408522144148 37.731556459073),1451,20905000,SILVER,AVE,20905000,GOETTINGEN,ST,,,,,458,0,0,0,12,348336,1237,1,5.73999977,,,,
POINT (-122.423653544188 37.73669507592),2008,21821000,PARK,ST,21821000,LEESE,ST,,,,,558,0,0,0,34,922396,1679,0,0,,,,
POINT (-122.423857900277 37.806226841168),6428,26703000,POLK,ST,26703000,BEACH,ST,,,,,2872,0,0,0,9,948094,3083,1,2.1099999,,,,
POINT (-122.493736464184 37.733120308374),1892,32898000,SUNSET BLVD,RAMP,32898000,SUNSET,BLVD,,,,,5811,0,0,1,2,180647,725,0,0,,,,
POINT (-122.442680298836 37.753046866543),3332,33569000,ARGENT,ALY,33569000,MARKET,ST,,,,,199,0,0,0,27,350164,2285,0,0,,,,
POINT (-122.442753198678 37.751578448339),3113,26088000,GRAND VIEW,AVE,26088000,ELIZABETH,ST,,,,,554,0,0,0,32,58367,2254,0,0,,,,
POINT (-122.479279741503 37.76347235256),7233,27376000,IRVING,ST,27376000,21ST,AVE,,,,,1064,0,1,0,8,1336674,2036,1,1.5,,,,
POINT (-122.467128971602 37.71611271943),601,22695000,ARCH,ST,22695000,SARGENT,ST,,,,,531,0,0,0,10,86729,1367,0,0,,,,
POINT (-122.391612318461 37.783827615197),4499,24480000,FEDERAL,ST,24480000,RINCON,ST,,,,,10691,0,0,1,4,924412,3372,0,0,,,,
POINT (-122.480873325648 37.785938903627),4055,27645000,21ST,AVE,27645000,LAKE,ST,,,,,409,0,0,0,2,409653,2648,0,0,,,,
POINT (-122.419315704866 37.738186900432),2159,21244000,HOLLY PARK,CIR,21244000,BOCANA,ST,,,,,201,0,0,0,11,248930,1965,0,0,,,,
POINT (-122.429939336425 37.766068003701),5626,25730000,SHARON,ST,25730000,15TH,ST,,,,,8451,0,0,0,6,1593767,3326,0,0,,,,
POINT (-122.500214596957 37.74010113284),2415,23443000,42ND,AVE,23443000,ULLOA,ST,,,,,2107,0,0,0,8,276061,1525,0,0,,,,
POINT (-122.46875889629 37.73185358195),1529,22791000,SAN LEANDRO,WAY,22791000,DARIEN,WAY,,,,,956,0,0,1,7,213327,583,0,0,,,,
POINT (-122.444960780634 37.74966317784),2955,26110000,BURNETT,AVE,26110000,FENTON,LN,,,,,586,0,1,0,14,25202,2320,0,0,,,,
POINT (-122.44909785809 37.717886700682),408,33457000,RIDGE,LN,33457000,SAN JOSE,AVE,,,,,424,0,0,0,6,40797,1346,0,0,,,,
POINT (-122.466584174133 37.708950619478),148,52041000,SAN LUIS,AVE,52041000,SAN DIEGO,AVE,,,,,9843,0,0,0,2,89661,493,0,0,,,,
POINT (-122.500870690519 37.749429851633),3025,23484000,42ND,AVE,23484000,PACHECO,ST,,,,,847,0,0,0,25,278450,1062,0,0,,,,
POINT (-122.462568421572 37.709662098328),313,22484000,ORIZABA,AVE,22484000,DE LONG,ST,,,,,336,0,0,0,8,76824,671,0,0,,,,
POINT (-122.442155854983 37.712234968994),5394,33354000,MORSE,ST,33354000,UNNAMED 068,0,,,,,1079,0,0,0,6,191886,1557,0,0,,,,
POINT (-122.456279515568 37.796602828168),4694,51545000,FERNANDEZ,ST,51545000,QUARRY,RD,,,,,234,0,0,0,17,139289,327,0,0,,,,
POINT (-122.428021335167 37.776724653405),5591,25936000,IVY,ST,25936000,BUCHANAN,ST,,,,,1579,0,0,0,12,423200,3679,0,0,,,,
POINT (-122.440960271785 37.720189291258),851,33428000,CAYUGA,AVE,33428000,SUNBEAM,LN,,,,,455,0,0,0,25,249541,1349,0,0,,,,
POINT (-122.501416853626 37.741915218767),2488,23459000,43RD,AVE,23459000,TARAVAL,ST,,,,,2241,0,0,0,3,339444,1632,0,0,,,,
POINT (-122.446718285607 37.70940733807),5360,21499000,ROEMER,WAY,21499000,BRUNSWICK,ST,,,,,942,0,0,0,16,257596,1135,0,0,,,,
POINT (-122.405577566977 37.719664947139),677,20597000,MILL,ST,20597000,ANKENY,ST,,,,,1544,0,0,0,10,74416,1042,0,0,,,,
POINT (-122.389729950785 37.772935741461),6812,23579000,MISSION ROCK,ST,23579000,03RD,ST,,,,,923,1,1,0,4,2346689,322,0,0,,,,
POINT (-122.418592352305 37.765122102242),4104,24365000,CAPP,ST,24365000,16TH,ST,,,,,14667,0,0,0,6,2109388,2672,0,0,,,,
POINT (-122.413878819001 37.781868283739),6988,24334000,LEAVENWORTH,ST,24334000,GOLDEN GATE,AVE,,,,,10874,0,1,1,3,14151356,8666,4,0.56999999,,,,
POINT (-122.407474590605 37.801616408705),4074,30715000,FILBERT,ST,30715000,BOB KAUFMAN,ALY,,,,,833,0,0,0,10,416144,5077,0,0,,,,
POINT (-122.405489275529 37.776166924105),4739,23928000,HARRISON,ST,23928000,SHERMAN,ST,,,,,4217,0,0,0,5,1751471,859,0,0,,,,
POINT (-122.396297093269 37.760030636506),7647,23665000,MISSOURI,ST,23665000,20TH,ST,,,,,1978,0,0,0,1,180795,1620,0,0,,,,
POINT (-122.442578069134 37.773429167193),7903,26354000,LYON,ST,26354000,FELL,ST,,,,,2836,1,1,0,7,3606383,3583,0,0,,,,
POINT (-122.435065531231 37.769903336916),4910,26023000,SCOTT,ST,26023000,LLOYD,ST,,,,,699,0,0,0,17,141588,2382,0,0,,,,
POINT (-122.434710798878 37.75769148543),5955,25756000,CASTRO,ST,25756000,20TH,ST,,,,,2381,0,0,0,6,138179,2262,0,0,,,,
POINT (-122.40385477786 37.78983428549),5856,24720000,KEARNY,ST,24720000,SUTTER,ST,,,,,17773,0,1,1,2,18024448,1404,6,0.67000002,,,,
POINT (-122.399092847029 37.780367833741),5073,23904000,04TH,ST,23904000,PERRY,ST,,,,,3955,0,0,0,4,2101297,2014,0,0,,,,
POINT (-122.480246833467 37.794315191162),6579,51814000,PERSHING,DR,51814000,BRUSH,LN,,,,,2219,0,0,0,9,181538,302,0,0,,,,
POINT (-122.403418818707 37.75318331155),4522,23719000,24TH,ST,23719000,VERMONT,ST,,,,,3869,0,0,0,4,206099,1417,0,0,,,,
POINT (-122.393245992586 37.727738410613),932,20491000,03RD,ST,20491000,YOSEMITE,AVE,,,,,629,0,1,0,5,1034892,683,1,1.92999995,,,,
POINT (-122.394853531755 37.779667689611),6040,23813000,RITCH,ST,23813000,BRANNAN,ST,,,,,1174,0,0,0,3,1892688,1958,1,1.05999994,,,,
POINT (-122.444021243147 37.761286864113),3770,26189000,DANVERS,ST,26189000,CORBETT,AVE,,,,,1027,0,0,1,17,128825,2493,0,0,,,,
POINT (-122.461321757788 37.792949311734),6295,51281000,WASHINGTON,BLVD,51281000,ARGUELLO,BLVD,,,,,371,0,0,0,9,143643,33,0,0,,,,
POINT (-122.421454032239 37.772644324511),6821,24407000,GOUGH,ST,24407000,STEVENSON,ST,,,,,76233,0,0,0,2,2190890,2577,0,0,,,,
POINT (-122.435853183443 37.733880269498),4014,21964000,LIPPARD,AVE,21964000,BOSWORTH,ST,,,,,878,0,0,1,6,782979,1275,0,0,,,,
POINT (-122.474612828661 37.806274230258),6450,52427000,HWY 101 S ON,RAMP,52427000,HWY 101 SOUT,0,,,,,3204,0,0,0,5,252989,22,0,0,,,,
POINT (-122.43716273616 37.7215799394),6954,21749000,MISSION,ST,21749000,RUSSIA,AVE,,,,,590,0,0,0,18,914330,1522,1,2.19000006,,,,
POINT (-122.419896576978 37.727374499213),935,20983000,SILLIMAN,ST,20983000,OXFORD,ST,,,,,508,0,0,0,27,263879,1297,0,0,,,,
POINT (-122.441668188959 37.802515442662),5478,26991000,CAPRA,WAY,26991000,SCOTT,ST,,,,,415,0,0,0,13,699426,3884,0,0,,,,
POINT (-122.422321517457 37.76928262961),4192,24402000,VALENCIA,ST,24402000,CLINTON,PARK,,,,,72473,0,0,1,2,1451799,3389,0,0,,,,
POINT (-122.411329031829 37.714371898715),183,20385000,ELLIOT,ST,20385000,RAYMOND,AVE,,,,,1853,0,0,0,3,37926,961,0,0,,,,
POINT (-122.410010370336 37.760490207843),3674,24012000,19TH,ST,24012000,BRYANT,ST,,,,,3554,0,0,1,6,370812,1242,0,0,,,,
POINT (-122.498985537545 37.753253373194),3167,27755000,40TH,AVE,27755000,NORIEGA,ST,,,,,152,0,0,0,5,271145,906,0,0,,,,
POINT (-122.459488872567 37.789715501749),6693,51475000,FINLEY,RD,51475000,WEST PACIFIC,AVE,ARGUELLO,BLVD,,,121,0,0,0,7,191470,1523,0,0,,,,
POINT (-122.463817176804 37.742932194304),2856,22878000,CLAREMONT,BLVD,22878000,GRANVILLE,WAY,,,,,606,0,0,0,6,223552,823,0,0,,,,
POINT (-122.478918013847 37.742913574388),2425,23199000,22ND,AVE,23199000,TARAVAL,ST,,,,,189,0,0,0,3,786734,1248,0,0,,,,
POINT (-122.431218163359 37.784573185328),6245,26587000,WEBSTER,ST,26587000,GEARY,BLVD,,,,,2724,0,0,0,5,3839123,3717,3,1.55999994,,,,
POINT (-122.46862420081 37.72960349836),1188,22789000,OCEAN,AVE,22789000,SANTA ANA,AVE,,,,,755,0,0,0,7,923740,623,0,0,,,,
POINT (-122.459198345151 37.744389319571),2565,22852000,IDORA,AVE,22852000,GARCIA,AVE,,,,,415,0,0,0,7,114375,795,0,0,,,,
POINT (-122.405292134581 37.789014637749),5263,54155000,GRANT,AVE,54155000,ASHBURTON,PL,,,,,46034,0,0,0,0,10662263,6495,0,0,,,,
POINT (-122.466482092811 37.750944374387),3096,27094000,10TH,AVE,27094000,PACHECO,ST,,,,,1806,0,0,0,1,122190,1185,0,0,,,,
POINT (-122.393276944885 37.794234769255),5359,54151000,DON CHEE,WAY,54151000,THE EMBARCAD,0,,,,,30641,0,0,0,0,2382830,283,0,0,,,,
POINT (-122.416076340306 37.736041451712),1738,21189000,OGDEN,AVE,21189000,MOULTRIE,ST,,,,,1087,0,0,0,7,181438,1796,0,0,,,,
POINT (-122.488690858248 37.744356437617),2867,23388000,SANTIAGO,ST,23388000,31ST,AVE,,,,,220,0,0,0,4,274793,1455,0,0,,,,
POINT (-122.484757696823 37.719850226901),882,23111000,ACEVEDO,AVE,23111000,VIDAL,DR,,,,,593,1,0,0,5,768352,1111,0,0,,,,
POINT (-122.475401883351 37.71820666065),655,23019000,GONZALEZ,DR,23019000,DIAZ,AVE,,,,,1232,1,0,0,12,701847,1597,0,0,,,,
POINT (-122.40304140732 37.787029364819),3994,24639000,03RD,ST,24639000,STEVENSON,ST,,,,,17302,0,1,1,17,8438588,203,2,0.47,,,,
POINT (-122.410846856348 37.800244106258),3231,25423000,POWELL,ST,25423000,UNION,ST,,,,,3604,0,0,0,21,2040654,5625,2,1.96000004,,,,
POINT (-122.413599760333 37.774665171716),4050,24307000,HOWARD,ST,24307000,WASHBURN,ST,,,,,14235,0,0,0,5,1643400,1157,0,0,,,,
POINT (-122.446796620814 37.761786354565),5299,26200000,17TH,ST,26200000,CLAYTON,ST,,,,,2499,0,1,0,7,518924,2221,0,0,,,,
POINT (-122.471715854778 37.726813136959),1298,33412000,JUNIPERO SER,BLVD,33412000,MERCEDES,WAY,,,,,425,1,1,0,31,400249,538,0,0,,,,
POINT (-122.446086866812 37.76419276385),8039,32830000,CLIFFORD,TER,32830000,ASHBURY,ST,,,,,345,0,0,1,26,142296,1447,0,0,,,,
POINT (-122.423739545002 37.772003424312),6006,25858000,OCTAVIA,ST,25858000,WALLER,ST,,,,,1984,0,1,0,7,1463495,3385,0,0,,,,
POINT (-122.45001846263 37.711724989844),90,21555000,MILAN,TER,21555000,HURON,AVE,,,,,547,0,0,0,17,290652,1267,0,0,,,,
POINT (-122.435659677478 37.806196381921),6432,26795000,WEBSTER,ST,26795000,MARINA,BLVD,,,,,3249,0,0,0,5,548437,2683,1,3.6500001,,,,
POINT (-122.453183609488 37.781722371143),6603,26928000,SPRUCE,ST,26928000,GEARY,BLVD,,,,,280,1,0,0,44,4971713,1938,1,0.40000001,,,,
POINT (-122.406516189105 37.735239940513),4940,52021000,STEUBEN,ST,52021000,DICKINSON,ST,,,,,1312,0,0,0,9,323995,800,0,0,,,,
POINT (-122.467976536511 37.734870626462),2078,22931000,SAINT FRANCI,BLVD,22931000,SANTA ANA,AVE,,,,,1152,0,0,0,5,236525,609,0,0,,,,
POINT (-122.419706781784 37.777304800418),5749,24450000,HAYES,ST,24450000,VAN NESS,AVE,,,,,27323,0,1,1,3,7288469,1644,3,0.81999999,,,,
POINT (-122.48463987623 37.763236287499),7221,27433000,IRVING,ST,27433000,26TH,AVE,,,,,817,0,0,0,15,1254702,1732,0,0,,,,
POINT (-122.472721705197 37.778708782705),4834,27476000,ANZA,ST,27476000,14TH,AVE,,,,,1199,0,1,1,6,333956,1932,0,0,,,,
POINT (-122.460012879635 37.781218419911),7578,27231000,02ND,AVE,27231000,GEARY,BLVD,,,,,835,0,1,0,6,5466939,2257,0,0,,,,
